Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46),O2X2(70)
2.833388077200985e-17,0.10924808674370724,1.190458085312134e-14,0.938,0.0,0.0,0.06998750399311607,0.009999999999988874,0.04999999999894952,9.853687318596412e-73,5.785300207515609e-64,0.00199999999994649,1.1897632529368355e-101,1.8790413052576157e-83,1.048935489094002e-12,1.0087826745412709e-52,2.225010377936927e-14,1.9954143643812522e-33,1.5478062076000852e-15,4.3153170356284246e-14,1.0356774641652209e-14,1.0956259767075853e-24,2.5235575185727745e-96,3.253791113747342e-73,4.850041677028886e-50,4.857290914941921e-69,6.608917128525227e-73,1.7761235714331238e-38
5.226396189788569e-17,0.10924808674370724,2.1958889733826636e-14,0.938,0.0,0.0,0.06998750399215482,0.009999999999979478,0.0499999999980623,1.9872460833802653e-70,2.6725555824289635e-62,0.001999999999901297,5.7706300275365235e-99,3.2034312652263944e-81,1.934838291977829e-12,2.353521548220135e-51,4.104198028948401e-14,1.2848177473629698e-32,2.85504429407138e-15,7.959916107092546e-14,1.910384542660086e-14,3.7250272391841314e-24,6.123217712267533e-94,2.782538278327957e-71,1.129850711252109e-48,9.695058870622609e-67,1.8060583229383214e-70,1.1457867928753975e-37
1.0012412414963739e-16,0.10924808674370724,4.206750783344014e-14,0.938,0.0,0.0,0.06998750399023232,0.009999999999960686,0.049999999996287896,4.046175587957541e-69,1.4504620532695516e-60,0.0019999999998109113,4.307324652544084e-96,6.66281957347446e-79,3.706639342219671e-12,6.413318073307522e-50,7.86257333116985e-14,9.187429706988026e-32,5.4695204638807536e-15,1.524908988068483e-13,3.6597987321292974e-14,1.366795106596364e-23,2.287277293259856e-91,2.8975101753807173e-69,3.069703161720848e-47,1.8976904058287412e-65,7.255240045900607e-69,8.19772078464476e-37
1.9584444865314078e-16,0.10924808674370724,8.228474538547101e-14,0.938,0.0,0.0,0.06998750398638735,0.009999999999923102,0.04999999999273909,8.77465116711166e-68,8.576241569670883e-59,0.00199999999963014,4.959119771636702e-93,1.541379495236477e-76,7.250223220680329e-12,1.8997144161333138e-48,1.5379323936406743e-13,6.9426889861591155e-31,1.0698472790966569e-14,2.982733995109427e-13,7.158627240984861e-14,5.229029232820129e-23,1.3174577804342893e-88,3.3535721613072647e-67,9.039286346441372e-46,3.826789022948572e-64,2.9268372746880005e-67,6.195382062211262e-36
2.9156477315664415e-16,0.10924808674370724,1.225019847412298e-13,0.938,0.0,0.0,0.06998750398254243,0.009999999999885517,0.049999999989190295,8.547314533194996e-67,5.8436974146427565e-58,0.0019999999994493706,6.457078047490654e-92,1.4941039188899377e-75,1.0793782803221322e-11,1.0644244636496736e-47,2.2896074542702316e-13,2.1698927958202203e-30,1.5927425101341737e-14,4.440546005324648e-13,1.0657455923062215e-13,1.1589462954407988e-22,1.5414254663018138e-87,2.8189872455976413e-66,5.0518589264847455e-45,3.672353960690305e-63,3.1103000740561966e-66,1.9362997924916978e-35
3.872850976601475e-16,0.10924808674370724,1.6271922590070153e-13,0.938,0.0,0.0,0.06998750397869752,0.009999999999847933,0.04999999998564154,4.892229847992991e-66,2.4370176574794918e-57,0.0019999999992686025,6.273612631912511e-91,8.707267416631022e-75,1.4337318089999632e-11,3.815262638905677e-47,3.041282515005658e-13,4.911031212122126e-30,2.115637739500614e-14,5.898345018823587e-13,1.4156284778359856e-13,2.0448096707463172e-22,1.4438747211519677e-86,1.4800256662470054e-65,1.806516715183833e-44,2.0682573532385847e-62,1.938237793289481e-65,4.3822168024205214e-35
4.830054221636509e-16,0.10924808674370724,2.029364688638707e-13,0.938,0.0,0.0,0.06998750397485264,0.009999999999810348,0.04999999998209279,2.074097777162435e-65,7.764064147413112e-57,0.0019999999990878356,4.3816608505906146e-90,3.809638350147523e-74,1.7880829081178634e-11,1.0654343073907664e-46,3.792957575846954e-13,9.323244662854105e-30,2.6385329671959674e-14,7.356131035719973e-13,1.765511380687623e-13,3.1804930830927244e-22,9.485509144700674e-86,5.902319095864837e-65,5.032973249959218e-44,8.627894371149193e-62,8.876863084383606e-65,8.319029373423782e-35
6.744460711706576e-16,0.10924808674370724,2.833709602012436e-13,0.938,0.0,0.0,0.06998750396716293,0.00999999999973518,0.049999999974995386,2.148038738315363e-64,4.904522238792839e-56,0.001999999998726306,1.1856052176209768e-88,4.5213456413316566e-73,2.496777817734615e-11,5.29261676437424e-46,5.296307697847165e-13,2.466471249398627e-29,3.6843234175733707e-14,1.0271664080127634e-12,2.4652772383559355e-13,6.201320127904545e-22,2.0883272638534035e-84,5.7725439505248676e-64,2.4873191465795208e-43,8.550975695712718e-61,1.0996519782161427e-63,2.2006338916907565e-34
8.658867201776643e-16,0.10924808674370724,3.638054587532237e-13,0.938,0.0,0.0,0.0699875039594733,0.009999999999660013,0.04999999996789808,1.0897202306952239e-63,1.8962747471184272e-55,0.001999999998364781,9.197439285953112e-88,2.492927695792394e-72,3.2054630093037714e-11,1.732151158824016e-45,6.799657820270872e-13,5.144717339924138e-29,4.7301138612662916e-14,1.3187145139461633e-12,3.1650431653099055e-13,1.0221427666137847e-21,1.4941431803120916e-83,2.778146622232617e-63,8.104952699880068e-43,4.22493807780764e-60,6.108818582799438e-63,4.58985770222255e-34
1.057327369184671e-15,0.10924808674370724,4.442399645196794e-13,0.938,0.0,0.0,0.06998750395178381,0.009999999999584846,0.049999999960800866,4.149739080961901e-63,5.7139578044218175e-55,0.0019999999980032618,5.156698100574009e-87,1.0091966790506275e-71,3.914138482963698e-11,4.52484608935956e-45,8.30300794311809e-13,9.309528979434952e-29,5.775904298274635e-14,1.610257421468444e-12,3.864809161548212e-13,1.5240815942210939e-21,7.729487261841674e-83,9.994940287895648e-63,2.1080366635493103e-42,1.567496264436123e-59,2.520405195722705e-62,8.304828512520154e-34
1.4402086671986845e-15,0.10924808674370724,6.051089976955064e-13,0.938,0.0,0.0,0.06998750393640511,0.009999999999434512,0.049999999946606734,4.88424057765737e-62,4.109770728252416e-54,0.0019999999972802386,2.3256064937344844e-85,1.7922189141844725e-70,5.331460277094619e-11,2.2318922707594997e-44,1.1309708190083104e-12,2.3431838000845864e-28,7.867485152237228e-14,2.193327641654375e-12,5.264341361872695e-13,2.827743563710765e-21,1.825245209145834e-81,1.0931642813721619e-61,1.0245565808081718e-41,1.577881816265263e-58,4.218928908318918e-61,2.0899232850894694e-33
1.823089965212698e-15,0.10924808674370724,7.659780597277063e-13,0.938,0.0,0.0,0.06998750392102683,0.009999999999284177,0.04999999993241299,2.6553883746365254e-61,1.6825047233885195e-53,0.0019999999965572353,2.0871648432976137e-84,1.1147415029623057e-69,6.74874320119945e-11,7.298722554974208e-44,1.4316408438742304e-12,4.74864016205281e-28,9.959065979460414e-14,2.776377069316255e-12,6.663873839319154e-13,4.531118108127663e-21,1.3902257931911815e-80,5.544810252353417e-61,3.311335630966249e-41,7.935384971346714e-58,2.5952200874451113e-60,4.2346318186282565e-33
2.588852561240725e-15,0.10924808674370724,1.0877162703571839e-12,0.938,0.0,0.0,0.06998750389027149,0.009999999998983508,0.04999999990402667,4.245358395850215e-60,1.560729066226474e-52,0.0019999999951112925,1.0613494308416044e-82,2.4543484506578776e-68,9.583192443585363e-11,4.492015634346236e-43,2.0329808941143617e-12,1.3592107880417003e-27,1.414222755368565e-13,3.942413550027108e-12,9.4629396255374e-13,9.137005662854715e-21,4.188344518628055e-79,7.638740283661983e-60,1.9799414541577056e-40,1.017250566241022e-56,5.3282460073940955e-59,1.2116309626429753e-32
3.354615157268752e-15,0.10924808674370724,1.4094545964000135e-12,0.938,0.0,0.0,0.06998750385951778,0.009999999998682839,0.0499999998756419,2.698020118594336e-59,7.180328129752866e-52,0.001999999993665432,1.0781177262037766e-81,1.696257745241892e-67,1.241748621864817e-10,1.646248895912976e-42,2.6343209450322777e-12,2.9571571453602938e-27,1.8325389020944504e-13,5.108366869531791e-12,1.2262006520121584e-12,1.5341745744999468e-20,3.681743977075909e-78,4.356679382011342e-59,7.100807206668824e-40,5.83452661869533e-56,3.681794928950933e-58,2.635133369355673e-32
4.120377753296779e-15,0.10924808674370724,1.7311930378480982e-12,0.938,0.0,0.0,0.06998750382876572,0.00999999999838217,0.04999999984725869,1.1680272785567715e-58,2.3809798838582817e-51,0.001999999992219655,6.864704060238048e-81,7.732252478944486e-67,1.525162453491263e-10,4.5991489243760364e-42,3.2356609966280537e-12,5.479686767470361e-27,2.2508550381231142e-13,6.2742370337596145e-12,1.506107452299036e-12,2.3145339840580504e-20,2.107500186797061e-77,1.7227500288778002e-58,1.9452492757730227e-39,2.3256416257169326e-55,1.6878189158970545e-57,4.881256286144363e-32
5.651902945352833e-15,0.10924808674370724,2.3746702669276423e-12,0.938,0.0,0.0,0.06998750376726649,0.00999999999778083,0.04999999979049692,1.4957535293877478e-57,1.7553273019305706e-50,0.0019999999893283503,2.4395799919071798e-79,1.2261113813833375e-65,2.0919434825149486e-10,2.394105273595297e-41,4.438341101853479e-12,1.4142609079932243e-26,3.0874872780864405e-13,8.605727920104012e-12,2.065921385325627e-12,4.354909601698877e-20,4.741395169838251e-76,1.8477990860937374e-57,9.637278386095298e-39,2.2896176664089123e-54,2.4842294131154004e-56,1.2588836249577724e-31
8.71495332946494e-15,0.10924808674370724,3.661626109593521e-12,0.938,0.0,0.0,0.06998750364428769,0.009999999996578149,0.04999999967699204,5.58891240387628e-56,3.0690762546006366e-49,0.0019999999835467372,3.3376497739063174e-77,6.368019088264212e-64,3.2253190275161564e-10,2.4579274944832277e-40,6.843701320441915e-12,5.184906300430946e-26,4.760751629620746e-13,1.326771209036727e-11,3.1855505809623843e-12,1.0354292192657688e-19,3.3684041179064433e-74,5.214033896603e-56,8.881593278669628e-38,5.407447719961773e-53,1.0757801330765844e-54,4.608197919980226e-31
1.1778003713577048e-14,0.10924808674370724,4.948583797836686e-12,0.938,0.0,0.0,0.06998750352133508,0.009999999995375469,0.049999999563512025,4.7592058528744385e-55,1.8126245684642778e-48,0.0019999999777664513,4.475307788747585e-76,5.638799539511207e-63,4.358445933919222e-10,1.1458176003617875e-39,9.249061549884432e-12,1.279853636582865e-25,6.434015809934117e-13,1.7928366440248673e-11,4.3051815489434526e-12,1.8911857850889733e-19,3.995786351303602e-73,3.852204902167416e-55,3.87176420755522e-37,3.978377360435953e-52,9.45420174145593e-54,1.1358697307830893e-30
1.4841054097689157e-14,0.10924808674370724,6.235543331139127e-12,0.938,0.0,0.0,0.06998750339840863,0.009999999994172788,0.04999999945005686,2.4867203474938627e-54,7.043429370025285e-48,0.0019999999719874932,3.5192784337164953e-75,3.0405718346033826e-62,5.491324256270756e-10,3.7373318112565816e-39,1.1654421790185796e-11,2.5605860350388197e-25,8.107279818989185e-13,2.2587691349083468e-11,5.424814288748403e-12,3.002761608725234e-19,2.8585896829025653e-72,1.8126425827542064e-54,1.191782128679979e-36,1.8488392333973498e-51,5.047578393089734e-53,2.269355727387795e-30
1.7904104481801267e-14,0.10924808674370724,7.522504708982988e-12,0.938,0.0,0.0,0.06998750327550839,0.009999999992970108,0.04999999933662655,9.762082676883283e-54,2.1516635597658373e-47,0.001999999966209863,2.02191219850309e-74,1.2433433920191732e-61,6.623954049105377e-10,9.866269694886844e-39,1.405978204135077e-11,4.495759774997395e-25,9.780543656748589e-13,2.724568719609809e-11,6.544448799856953e-12,4.37015764114668e-19,1.5054063014736549e-71,6.606276046580761e-54,2.9804501635754962e-36,6.520727803492991e-51,2.016044997299015e-52,3.9789137796865595e-30
2.0967154865913376e-14,0.10924808674370724,8.80946793085056e-12,0.938,0.0,0.0,0.06998750315263429,0.009999999991767428,0.0499999992232211,3.147218168066772e-53,5.58882508571867e-47,0.001999999960433559,9.206604063493405e-74,4.202526466593969e-61,7.756335366945432e-10,2.2563160356879782e-38,1.6465142303384118e-11,7.220447261078959e-25,1.1453807323174959e-12,3.190235436040814e-11,7.664085081748973e-12,5.993374833205853e-19,6.275227768332088e-71,2.010426605449613e-53,6.472356411973382e-36,1.9015772676130413e-50,6.593504008126234e-52,6.381498991182574e-30
2.7093255634137592e-14,0.10924808674370724,1.1383399904586709e-11,0.938,0.0,0.0,0.06998750290696461,0.009999999989362067,0.049999998996484704,2.3194369942667573e-52,2.764551789599729e-46,0.0019999999488849317,1.4426058912089996e-72,3.5466285982061237e-60,1.0020352795673757e-09,8.864016195222373e-38,2.127586286007499e-11,1.5578655208433062e-24,1.4800334141879158e-12,4.1211704156857834e-11,9.903362955803598e-12,1.000727649908681e-18,7.415154325134298e-70,1.336415484144768e-52,2.296551250478784e-35,1.1240722381663495e-49,4.989003817394112e-51,1.3730410921171875e-29
3.321935640236181e-14,0.10924808674370724,1.3957339248208849e-11,0.938,0.0,0.0,0.06998750266139954,0.009999999986956706,0.049999998769847634,1.108160994045278e-51,9.976516388242514e-46,0.001999999937341607,1.095290846591971e-71,1.8653789089991629e-59,1.228337697839287e-09,2.6680200447012188e-37,2.6086583460296496e-11,2.8715798951839158e-24,1.8146860274802879e-12,5.051574376917453e-11,1.214264790675418e-11,1.5044474210836718e-18,4.808023832059118e-69,5.911339091757392e-52,6.309617254107691e-35,4.561605872161014e-49,2.421397828345949e-50,2.5238448693914555e-29
3.934545717058603e-14,0.10924808674370724,1.6531285957580636e-11,0.938,0.0,0.0,0.06998750241593908,0.009999999984551346,0.049999998543309845,4.048130460898389e-51,2.9204777969711405e-45,0.001999999925803582,5.8324980100685065e-71,7.383567793176847e-59,1.4545408350847177e-09,6.717012952088355e-37,3.0897304104086746e-11,4.771247662750331e-24,2.1493385721647223e-12,5.981447622635818e-11,1.4381939930444979e-11,2.1104975571054773e-18,2.268982968841216e-68,2.0345435396124796e-51,1.4620223696116612e-34,1.455712148488352e-48,8.943706482837933e-50,4.181746752765467e-29
4.547155793881025e-14,0.10924808674370724,1.9105240028568054e-11,0.938,0.0,0.0,0.06998750217058311,0.009999999982145985,0.0499999983168713,1.2305759673126195e-50,7.372509386172816e-45,0.001999999914270854,2.4753784852937976e-70,2.4152842408423843e-58,1.6806447348590788e-09,1.488365203244837e-36,3.570802479148383e-11,7.36492958147882e-24,2.4839910482113314e-12,6.910790455568876e-11,1.662123902272258e-11,2.8188788180497306e-18,8.680986908290752e-68,5.905183346777101e-51,3.000777884986889e-34,3.930247629319205e-48,2.74182669337209e-49,6.436906543467401e-29
5.772375947525868e-14,0.10924808674370724,2.42531702388653e-11,0.938,0.0,0.0,0.0699875016801846,0.009999999977335266,0.049999997864291726,8.415954088959551e-50,3.561627739354298e-44,0.001999999891221276,3.6493136057414723e-69,1.981680919784641e-57,2.1325549961211263e-09,5.654639119512042e-36,4.532946629725082e-11,1.5066583607919435e-23,3.1532957942715213e-12,8.767886093131606e-11,2.1099858396436176e-11,4.5426377540872675e-18,9.299712227151748e-67,3.7054488395353815e-50,9.858307321833663e-34,2.0879685580806852e-47,1.9029953375998456e-48,1.3094604390430942e-28
8.222816254815555e-14,0.10924808674370724,3.454911881720924e-11,0.938,0.0,0.0,0.06998750070063985,0.009999999967713825,0.04999999696032152,1.590586873161594e-48,3.99101564696647e-43,0.001999999845185552,2.3893238601826346e-67,5.383973563425409e-56,3.035186583314634e-09,4.2642456013503785e-35,6.457234983374218e-11,4.355283882272081e-23,4.491904461422991e-12,1.2475725715748178e-10,3.005718178441353e-11,9.218162548071844e-18,3.439145382528896e-65,6.196372723355517e-49,5.7762018282535574e-33,2.5347724064761854e-46,3.66133239584936e-47,3.743314155568192e-28
1.0307596290414973e-13,0.10924808674370724,4.330877492889382e-11,0.938,0.0,0.0,0.06998749986857772,0.009999999959528117,0.04999999619249017,8.628294081139122e-48,1.7431525516180257e-42,0.001999999806085849,1.9960254111704534e-66,3.325056087480515e-55,3.801879083563514e-09,1.5239263463814003e-34,8.09437671088068e-11,8.578870444226302e-23,5.630762033871936e-12,1.5623617452691723e-10,3.767796170599965e-11,1.4485105057022714e-17,2.6570099211837587e-64,3.293237025269268e-48,1.7701628011740812e-32,1.1590859085760896e-45,1.99592910796725e-46,7.30427183153255e-28
1.239237632601439e-13,0.10924808674370724,5.206851580021353e-11,0.938,0.0,0.0,0.06998749903772053,0.00999999995134241,0.04999999542580286,3.5036640737457202e-47,5.854029522926526e-42,0.0019999997670471286,1.2698771828229566e-65,1.5349404940350805e-54,4.567427532672864e-09,4.321091828230199e-34,9.731518489347467e-11,1.4908188843421646e-22,6.76961880781459e-12,1.876540274493621e-10,4.5298822991268224e-11,2.0937252537169868e-17,1.4627133273611146e-63,1.3015031876744223e-47,4.40277076855513e-32,4.017050159637602e-45,8.135577797874418e-46,1.2574806354106325e-27
1.4986254856788993e-13,0.10924808674370724,6.29674833577184e-11,0.938,0.0,0.0,0.0699874980056494,0.009999999941157774,0.049999994473486915,1.4679729800410918e-46,2.0313541582956823e-41,0.001999999718560201,7.782439691596955e-65,7.127187429726826e-54,5.518326506980715e-09,1.2676729573519354e-33,1.1768446600362474e-10,2.6366010742953953e-22,8.186580672992125e-12,2.2665897383928396e-10,5.4780794441951166e-11,3.061972454100767e-17,8.761652703577174e-63,5.416725995593784e-47,1.125429217944305e-31,1.4500935857995054e-44,3.419039956298048e-45,2.198303515132731e-27
1.7580133387563596e-13,0.10924808674370724,7.386658156418892e-11,0.938,0.0,0.0,0.06998749697543726,0.00999999993097314,0.04999999352293607,5.1711809872070265e-46,5.967401835782182e-41,0.0019999996701672647,5.139856366650747e-64,3.051004773861843e-53,6.467460383243877e-09,3.159163032599115e-33,1.3805374790785934e-10,4.256332596136586e-22,9.603541297968986e-12,2.6556980177524176e-10,6.426289128191016e-11,4.21370306317044e-17,4.277519932701652e-62,1.883332283036288e-46,2.4763628539063494e-31,4.2801613164314394e-44,1.2078673588272914e-44,3.5081965481319395e-27
2.0174011918338198e-13,0.10924808674370724,8.476581010945992e-11,0.938,0.0,0.0,0.06998749594708056,0.009999999920788503,0.04999999257414704,1.4787196771417865e-45,1.4863199996571771e-40,0.0019999996218680927,2.116207631378565e-63,9.768357029340805e-53,7.4148324379072325e-09,6.916532594839209e-33,1.584230306090615e-10,6.432056543117457e-22,1.102050068047769e-11,3.0438673836471364e-10,7.374511319950409e-11,5.548922821769744e-17,1.5888902455088994e-61,5.370485623041822e-46,4.878795293535879e-31,1.0801475837296474e-43,3.4599054291199656e-44,5.241274093887269e-27
2.27678904491128e-13,0.10924808674370724,9.566516868410854e-11,0.938,0.0,0.0,0.06998749492057585,0.009999999910603867,0.04999999162711657,3.661860420661732e-45,3.2942416506556483e-40,0.001999999573662459,6.840492264578103e-63,2.642948658136552e-52,8.360445941333173e-09,1.3743214245600943e-32,1.7879231411011264e-10,9.245819001957757e-22,1.2437458818251013e-11,3.431100101671001e-10,8.322745988383348e-11,7.067637464866049e-17,4.907710271885876e-61,1.3340278359106389e-45,8.841742551209389e-31,2.4226984813300695e-43,8.578210936449546e-44,7.449101479910029e-27
2.53617689798874e-13,0.10924808674370724,1.0656465697945202e-10,0.938,0.0,0.0,0.06998749389591956,0.009999999900419231,0.04999999068184138,8.251272127964633e-45,6.720042264865763e-40,0.001999999525550138,1.9997726976357107e-62,6.497763023597311e-52,9.30430415781667e-09,2.5367809416656437e-32,1.9916159841389214e-10,1.277966904944391e-21,1.3854415709022013e-11,3.817398431954829e-10,9.27099310247381e-11,8.769852721568704e-17,1.3559580362862902e-60,3.0160884716015277e-45,1.5017129654354548e-30,4.976623033002598e-43,1.9348023301024556e-43,1.0180853889079516e-26
2.7955647510661997e-13,0.10924808674370724,1.1746427468754567e-10,0.938,0.0,0.0,0.06998749287310829,0.009999999890234595,0.04999998973831823,1.7411255577519502e-44,1.2877416637577538e-39,0.0019999994775309047,5.713121031947391e-62,1.5113593609942164e-51,1.024641034559788e-08,4.417404457490644e-32,2.1953088352327817e-10,1.7115658749323996e-21,1.527137135052401e-11,4.202764629181036e-10,1.0219252631279492e-10,1.0655574315144443e-16,3.4761809522977186e-60,6.364312578608477e-45,2.4214699620827265e-30,9.541226102193107e-43,4.08614777448649e-43,1.3483438274353597e-26
3.0549526041436597e-13,0.10924808674370724,1.2836402150118276e-10,0.938,0.0,0.0,0.06998749185213851,0.009999999880049959,0.04999998879654385,3.429353773446414e-44,2.329132762078564e-39,0.001999999429604533,1.4456084281428659e-61,3.243214968009783e-51,1.1186767756862412e-08,7.32034613566607e-32,2.399001694411467e-10,2.23358431522442e-21,1.6688325740490616e-11,4.5872009425839753e-10,1.1167524543931812e-10,1.2724807963017727e-16,8.123023332485165e-60,1.2551031035741344e-44,3.740261141388027e-30,1.723139601488184e-42,8.053512436243438e-43,1.740149814139404e-26
3.3143404572211197e-13,0.10924808674370724,1.3926389711389198e-10,0.938,0.0,0.0,0.06998749083300679,0.009999999869865326,0.049999987856514994,6.371352132726463e-44,4.0094847345049395e-39,0.0019999993817708004,3.35350116299028e-61,6.508122967809368e-51,1.2125379637757625e-08,1.1632609336932184e-31,2.6026945617037244e-10,2.8522280291903045e-21,1.8105278876655694e-11,4.970709615969033e-10,1.2115808809635644e-10,1.4977559376790632e-16,1.7667659444442213e-59,2.3385270665621283e-44,5.5726073056606756e-30,2.960269845987678e-42,1.497033624347465e-42,2.197756619312421e-26
3.5737283102985797e-13,0.10924808674370724,1.501639012199349e-10,0.938,0.0,0.0,0.06998748981570965,0.009999999859680692,0.04999998691822843,1.1294052138638758e-43,6.624371947291168e-39,0.0019999993340294826,7.341795405537129e-61,1.2408952250573844e-50,1.3062249228408568e-08,1.784088058103118e-31,2.806387437138281e-10,3.5757031181384446e-21,1.9522230756753404e-11,5.353292887731237e-10,1.3064105397669085e-10,1.741383426226227e-16,3.635267615002881e-59,4.1599542221700985e-44,8.052481706746276e-30,4.877570077379944e-42,2.6548018467257487e-42,2.7252207737859416e-26
3.9207016863777885e-13,0.10924808674370724,1.6474462715750026e-10,0.938,0.0,0.0,0.06998748845777186,0.00999999984605709,0.04999998566583624,2.285036759002572e-43,1.2286535602141348e-38,0.0019999992703118212,1.9468084687316525e-60,2.7559883123018994e-50,1.4312745997626594e-08,3.0165066072760817e-31,3.078859748965443e-10,4.721647463422095e-21,2.141763203064409e-11,5.863617158890242e-10,1.4332625292899594e-10,2.0959696697574668e-16,8.868329710560437e-59,8.457967537898969e-44,1.2653635995053784e-29,9.002072865432642e-42,5.373594268206292e-42,3.546711575106835e-26
4.2676750624569974e-13,0.10924808674370724,1.7932558173973515e-10,0.938,0.0,0.0,0.06998748710310232,0.009999999832433487,0.04999998441654808,4.355838398560766e-43,2.1625607569683333e-38,0.0019999992067585913,4.802431267141557e-60,5.740429883648607e-50,1.5560138726429146e-08,4.873603172691443e-31,3.351332075481997e-10,6.089498055776108e-21,2.3313031047526496e-11,6.372294895921061e-10,1.5601167108987863e-10,2.4833968971323936e-16,2.0105282673772066e-58,1.6201919487864532e-43,1.9121430935678053e-29,1.5748470666695074e-41,1.024663190958628e-41,4.508851035439916e-26
4.614648438536206e-13,0.10924808674370724,1.939067642409663e-10,0.938,0.0,0.0,0.06998748575169278,0.009999999818809889,0.049999983170356255,7.887014511137039e-43,3.6398752007111474e-38,0.0019999991433692606,1.1030934268206285e-59,1.1294354882302818e-49,1.6804435119804994e-08,7.576344718042804e-31,3.623804416756564e-10,7.698898971842225e-21,2.520842780197953e-11,6.879331411304741e-10,1.6869730773011484e-10,2.9036664692053757e-16,4.27007077506174e-58,2.9482032489941107e-43,2.7957268045986873e-29,2.6328666459753656e-41,1.855741507722532e-41,5.619841650188143e-26
4.961621814615416e-13,0.10924808674370724,2.0848817393784191e-10,0.938,0.0,0.0,0.06998748440353504,0.009999999805186288,0.049999981927253086,1.3663394949700631e-42,5.895253345137295e-38,0.0019999990801433023,2.3842959272218483e-59,2.1153212122018935e-49,1.8045642863617684e-08,1.139534144170946e-30,3.896276772857707e-10,9.56949523858876e-21,2.7103822288582954e-11,7.384732000382531e-10,1.813831621227996e-10,3.3567797449918666e-16,8.575319244188897e-58,5.132862140539547e-43,3.97392752216291e-29,4.234475602319266e-41,3.2153236241997335e-41,6.887375276986277e-26
5.308595190694625e-13,0.10924808674370724,2.2306981010932527e-10,0.938,0.0,0.0,0.06998748305862092,0.009999999791562688,0.04999998068723088,2.2777856485708907e-42,9.234431260731006e-38,0.0019999990170801877,4.879462393327773e-59,3.793773203568317e-49,1.9283769624649643e-08,1.665590199968464e-30,4.1687491438539395e-10,1.1720932832318632e-20,2.8999214501917417e-11,7.88850194140717e-10,1.940692335433402e-10,3.8427380816737636e-16,1.6403815317510898e-57,8.599693490866726e-43,5.512574896292728e-29,6.586607186175326e-41,5.360590128433491e-41,8.318661606570288e-26
