Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46)
3.3778997870244817e-15,0.07384695533935311,1.0311839076402734e-12,0.938,0.0,0.0,0.04730850876972952,0.009999999999693834,0.04999999989717803,1.793662046395928e-71,7.922517889076692e-63,0.00199999999475519,5.5510299410608325e-98,1.4237100674281105e-80,1.0280593458340096e-10,4.076233463459733e-49,6.123342065941362e-13,1.695810019965868e-32,1.6047034278478066e-14,4.229673687828452e-12,1.0151368733070942e-12,1.590498904438785e-23,1.351931510405138e-93,1.8479256012467894e-68,3.880685651274331e-46,2.055746929811958e-66,7.977728998780804e-70
4.290753116333389e-15,0.07384695533935311,1.309854008239526e-12,0.938,0.0,0.0,0.04730850874008364,0.009999999999611094,0.049999999869393644,8.001032974299592e-71,3.655919813495588e-62,0.001999999993337839,9.791119681266088e-97,1.2416934505711229e-79,1.305859772590001e-10,1.4399817597349557e-48,7.77813158824336e-13,3.4685915236677676e-32,2.03836308370819e-14,5.372691128821139e-12,1.2894703773139644e-12,2.5663199808226537e-23,1.5220906930494039e-92,1.1577568741327162e-67,1.3026095270630014e-45,9.49877594209651e-66,3.5295747181635085e-69
5.112321112711405e-15,0.07384695533935311,1.5606570998821396e-12,0.938,0.0,0.0,0.04730850871340329,0.00999999999953663,0.049999999844388625,2.7264478693563572e-70,1.0800431889594682e-61,0.001999999992062231,5.4007520297859875e-96,5.1152742125348006e-79,1.5558709603579744e-10,3.5925363913836026e-48,9.26744215654542e-13,5.862792921658891e-32,2.4286567731706897e-14,6.40139892738281e-12,1.5363705320245472e-12,3.6432043246627796e-23,7.332863197653227e-92,4.062244309576893e-67,3.1247835482607053e-45,3.067323314366854e-65,1.2177376118533709e-68
5.933889109089421e-15,0.07384695533935311,1.8114601925699182e-12,0.938,0.0,0.0,0.047308508686723795,0.009999999999462165,0.04999999981938448,8.204124514007643e-70,2.7088565402987677e-61,0.0019999999907866304,2.321065060103646e-95,1.69162052085518e-78,1.8058734361446276e-10,7.825976043620475e-48,1.0756752723171177e-12,9.164850701781068e-32,2.818950461861756e-14,7.430099243370855e-12,1.7832706877813264e-12,4.9082837983482884e-23,2.765731499734263e-91,1.1689716175671552e-66,6.560204098625659e-45,8.48122558574641e-65,3.730489196830641e-68
7.577025101845453e-15,0.07384695533935311,2.3130663810807597e-12,0.938,0.0,0.0,0.04730850863336746,0.009999999999313234,0.049999999769378786,5.989635678455489e-69,1.3084284031036184e-60,0.0019999999882354524,3.5879689610966746e-94,1.443570068263706e-77,2.3058522529876544e-10,2.9058961224444423e-47,1.3735373851394835e-12,1.9075779244371095e-31,3.599537836920647e-14,9.487477427843796e-12,2.2770710024331807e-12,8.003046552281789e-23,3.054122483209394e-90,7.423076906589297e-66,2.25174162834608e-44,4.89038278369917e-64,2.8386226307114402e-67
1.086329708735752e-14,0.07384695533935311,3.3162787706421134e-12,0.938,0.0,0.0,0.04730850852666534,0.009999999999015371,0.04999999966937787,1.347485764525131e-67,1.5214522169578154e-59,0.0019999999831331852,2.5445146105256747e-92,4.310972046045607e-76,3.3057053562512405e-10,2.164130997352808e-46,1.9692616087738407e-12,5.620955278451171e-31,5.160712577682857e-14,1.3602144008301866e-11,3.2646716442880196e-12,1.6451116259429687e-22,1.1863466474277547e-88,1.2990190153820208e-64,1.4227876895506723e-43,6.900132012588282e-63,6.748450430329621e-66
1.4149569072869586e-14,0.07384695533935311,4.319491176920238e-12,0.938,0.0,0.0,0.04730850841997727,0.009999999998717509,0.04999999956939088,9.657841272537378e-67,7.903673801595518e-59,0.001999999978031038,2.875815760726604e-91,3.342505188783322e-75,4.30541910180466e-10,8.937123331640126e-46,2.564985829729146e-12,1.2420648519114206e-30,6.721887305851727e-14,1.7716690873680416e-11,4.2522723028737835e-12,2.791082389053701e-22,1.1659336284470072e-87,8.325969122606555e-64,5.263711752135421e-43,4.133045835610745e-62,4.908546683483269e-65
2.0722113043893717e-14,0.07384695533935311,6.325916039613385e-12,0.938,0.0,0.0,0.047308508206643285,0.009999999998121784,0.0499999993694587,2.4919123083742554e-65,1.103441397482337e-57,0.001999999967827102,2.593698436919052e-89,1.2014773850590317e-73,6.30442859746942e-10,7.946122469301259e-45,3.756434263609567e-12,3.901478642208718e-30,9.844236723836995e-14,2.5945425473140412e-11,6.227473670219289e-12,5.986633223512211e-22,6.038477506592672e-86,1.8087644689534662e-62,3.680536899826852e-42,6.630132036077928e-61,1.3020233297417567e-63
2.729465701491785e-14,0.07384695533935311,8.332340969133391e-12,0.938,0.0,0.0,0.0473085079933655,0.009999999997526059,0.04999999916958225,1.8721367709750945e-64,6.120981707008484e-57,0.001999999957623645,3.1312287640853163e-88,9.829078695651398e-73,8.302880895336619e-10,3.541972612011947e-44,4.947882686794667e-12,8.916207829493372e-30,1.2966586089731578e-13,3.4173681254105266e-11,8.2026751044321e-12,1.0387193014143655e-21,6.409105232783211e-85,1.2388678721874185e-61,1.4188467054084286e-41,4.187013040767132e-60,9.851604189855546e-63
3.386720098594198e-14,0.07384695533935311,1.0338765965453443e-11,0.938,0.0,0.0,0.0473085077801439,0.009999999996930334,0.0499999989697615,9.074990634412387e-64,2.3233474007397768e-56,0.001999999947420667,2.307150581508003e-87,5.092909951338652e-72,1.0300776150720338e-09,1.1407480558652615e-43,6.139331099298369e-12,1.7033632983668871e-29,1.608893540239057e-13,4.2401458244455186e-11,1.0177876605474625e-11,1.5992997619208705e-21,4.295995291911797e-84,5.624449153663544e-61,4.0622425870130964e-41,1.7756439256604517e-59,4.7976919518556065e-62
4.043974495696611e-14,0.07384695533935311,1.2345191028546718e-11,0.938,0.0,0.0,0.04730850756697847,0.00999999999633461,0.04999999876999644,3.3897122856605763e-63,7.048577541244218e-56,0.0019999999372181665,1.2736220255334632e-86,2.038355174270138e-71,1.2298114518890425e-09,3.0144528610321096e-43,7.330779501134596e-12,2.9001306090252277e-29,1.921128466066909e-13,5.062875647206874e-11,1.2153078173309264e-11,2.280428289715043e-21,2.179384985185522e-83,2.0147678750438422e-60,9.675027262811095e-41,5.889911661257816e-59,1.7985254979461715e-61
4.701228892799024e-14,0.07384695533935311,1.4351616158386405e-11,0.938,0.0,0.0,0.047308507353869184,0.009999999995738884,0.04999999857028706,1.0552792711883613e-62,1.8331513152533264e-55,0.0019999999270161454,5.6655586046549984e-86,6.8163805059389325e-71,1.4294896155072384e-09,6.944482706615741e-43,8.522227892317263e-12,4.5566947954137353e-29,2.2333633863422233e-13,5.88555759648228e-11,1.4128279807898421e-11,3.0821284706035284e-21,8.905804151650595e-83,6.091558141292736e-60,2.0277204818498465e-40,1.6441063359309124e-58,5.615623339857339e-61
6.01573768700385e-14,0.07384695533935311,1.8364466618197736e-11,0.938,0.0,0.0,0.047308506927819016,0.009999999994547436,0.04999999817103523,7.411615039179886e-62,9.217587014866157e-55,0.001999999906613539,8.722836446751893e-85,5.7570677743223695e-70,1.8286789852166815e-09,2.7918884902364847e-42,1.0905124642777608e-11,9.548381460331762e-29,2.8578332097772797e-13,7.5307778857252e-11,1.8078683277189887e-11,5.047338134803053e-21,1.0418920821133315e-81,4.079445825284488e-59,6.850703486883791e-40,9.160204039838737e-58,3.964631566685638e-60
7.330246481208676e-14,0.07384695533935311,2.237731734467288e-11,0.938,0.0,0.0,0.04730850650199327,0.009999999993355988,0.049999997772005915,3.455859246165794e-61,3.3905510121872887e-54,0.0019999998862128476,6.617304236044895e-84,3.0550521481653663e-69,2.2276458482935547e-09,8.602230740227784e-42,1.3288021350790748e-11,1.727693446307428e-28,3.4823030096283005e-13,9.175806714472466e-11,2.202908701304823e-11,7.495117440667499e-21,6.7652585648470105e-81,1.8274815002252302e-58,1.8228637058415815e-39,3.5963023978695247e-57,1.854366166109511e-59
8.644755275413502e-14,0.07384695533935311,2.639016833759727e-11,0.938,0.0,0.0,0.04730850607639181,0.00999999999216454,0.049999997373199,1.2442750908065711e-60,1.0111264624563748e-53,0.001999999865814069,3.536879397156384e-83,1.222786178627957e-68,2.626390328761396e-09,2.212101126987756e-41,1.5670918016468012e-11,2.8341133582185774e-28,4.106772784979355e-13,1.0820644105019649e-10,2.597949101517262e-11,1.0425655074316929e-20,3.2103443351209157e-80,6.376918699799753e-58,4.1288389479435616e-39,1.1241850843772452e-56,6.690963827014549e-59
9.959264069618328e-14,0.07384695533935311,3.0403019596756306e-11,0.938,0.0,0.0,0.04730850565101454,0.009999999990973093,0.04999999697461433,3.7482463506706035e-60,2.5967778772454618e-53,0.0019999998454172056,1.5103438875147873e-82,4.0473118961710575e-68,3.024912550574928e-09,4.99406981320937e-41,1.8053814639920725e-11,4.334002455570128e-28,4.731242534914509e-13,1.2465290079659731e-10,2.992989528326223e-11,1.383913972191388e-20,1.238020429087493e-79,1.876510845123058e-57,8.330103648752069e-39,2.9945775814926346e-56,2.0188284151921995e-58
1.258828165802798e-13,0.07384695533935311,3.842872291291993e-11,0.938,0.0,0.0,0.04730850480093199,0.009999999988590197,0.049999996178111274,2.546645669762876e-59,1.2968067653099473e-52,0.001999999804629218,2.277457413345168e-81,3.42312420254884e-67,3.821290713714024e-09,1.9588789341720477e-40,2.2819607760597728e-11,8.753939479659288e-28,5.980181954873341e-13,1.57540078703776e-10,3.783070461613369e-11,2.2115704803673332e-20,1.3558331060390097e-78,1.2127457529716078e-56,2.6688962028309003e-38,1.5713712428441891e-55,1.375315915992325e-57
1.7846316834847287e-13,0.07384695533935311,5.448013273061943e-11,0.938,0.0,0.0,0.047308503103451534,0.009999999983824403,0.04999999458776681,4.9058568646766244e-58,1.5256664269679743e-51,0.0019999997230762006,1.5458181245489823e-79,9.76163054354562e-66,5.411385382498805e-09,1.541504207622465e-39,3.235119350015388e-11,2.4954203855918674e-27,8.478060449498379e-13,2.2329147441531637e-10,5.363232646022082e-11,4.4472501326792236e-20,5.184410725305739e-77,2.117609281884976e-55,1.5152004771737551e-37,1.9263513545036244e-54,2.6569493029244294e-56
2.2082552865521063e-13,0.07384695533935311,6.741225937671389e-11,0.938,0.0,0.0,0.047308501738443344,0.009999999979984752,0.04999999330905254,2.4508708807776382e-57,6.295554187928545e-51,0.0019999996573937186,1.136039743276328e-78,5.50201656850996e-65,6.689898408887292e-09,5.270917996073522e-39,4.0030496327831657e-11,4.7293539974514525e-27,1.0490523392441933e-12,2.762430769120738e-10,6.63632066653301e-11,6.812010307320225e-20,3.607464423483868e-76,1.0459841773503484e-54,4.330985895101401e-37,8.22546199356722e-54,1.3282087800783229e-55
2.631878889619484e-13,0.07384695533935311,8.034438876503344e-11,0.938,0.0,0.0,0.04730850037575019,0.009999999976145101,0.049999992032633445,9.595541326189614e-57,2.0466574069274647e-50,0.0019999995917310883,6.890362800446866e-78,2.4362999082559573e-64,7.96611625522646e-09,1.4529655036196572e-38,4.770979872879173e-11,8.009542625480268e-27,1.2502985974177536e-12,3.291748232924234e-10,7.909408960070974e-11,9.680345177754789e-20,1.883564021220934e-75,3.971181119141187e-54,1.0269689749222422e-36,2.756064972313963e-53,5.202232837152048e-55
3.176365362590991e-13,0.07384695533935311,9.696615197387049e-11,0.938,0.0,0.0,0.0473084986276642,0.009999999971209969,0.049999990395406986,4.145259223280876e-56,7.223514583281774e-50,0.0019999995073635836,4.833178572175011e-77,1.2054196974972504e-63,9.60308404425224e-09,4.2982078412004457e-38,5.758006088121455e-11,1.4086459754333608e-26,1.5089618068246e-12,3.9717922883629466e-10,9.545718926962544e-11,1.4107632858705206e-19,1.1658256219582686e-74,1.687699330166023e-53,2.5846523034985835e-36,1.0120945009938596e-52,2.2478924103531723e-54
3.7208518355624985e-13,0.07384695533935311,1.1358791968575814e-10,0.938,0.0,0.0,0.04730849688338712,0.00999999996627484,0.049999988761956674,1.4151982474257113e-55,2.0799572965109134e-49,0.001999999423028848,2.434305578922634e-76,4.592438280442366e-63,1.1236275699229542e-08,1.067563954392472e-37,6.74503223427373e-11,2.2653643378116217e-26,1.7676249449845811e-12,4.6515085990713574e-10,1.1182029341094495e-10,1.936921753928416e-19,5.240449994667507e-74,5.640312225660672e-53,5.6069837337309244e-36,3.0172647034078734e-52,7.674846400738239e-54
4.265338308534006e-13,0.07384695533935311,1.3020969188542273e-10,0.938,0.0,0.0,0.04730849514291022,0.00999999996133971,0.04999998713227378,4.101168602400171e-55,5.183543758762541e-49,0.001999999338726867,9.923209002801711e-76,1.463756853537525e-62,1.2865699930879577e-08,2.3378048770990473e-37,7.73205831212536e-11,3.4140646212906206e-26,2.0262880053875557e-12,5.330897323108319e-10,1.281834020032659e-10,2.5466440164875896e-19,1.9302705902865417e-73,1.6013297403124346e-52,1.0923239029188442e-35,7.754503823525398e-52,2.224025819855104e-53
4.809824781505514e-13,0.07384695533935311,1.468314685575857e-10,0.938,0.0,0.0,0.047308493406224776,0.00999999995640458,0.04999998550634962,1.0508773698488064e-54,1.1586004471579759e-48,0.0019999992544576244,3.4598775048358646e-75,4.086054888494587e-62,1.449136542983265e-08,4.653919882844726e-37,8.719084322465344e-11,4.8977807923723085e-26,2.284950981523214e-12,6.009958618456397e-10,1.4454651502518113e-10,3.2400641680989654e-19,6.122674424322667e-73,4.024674952889042e-52,1.961461761421917e-35,1.7822223800397244e-51,5.698075419453511e-53
5.354311254477021e-13,0.07384695533935311,1.6345324968696383e-10,0.938,0.0,0.0,0.047308491673322114,0.009999999951469449,0.04999998388417552,2.4431915696031312e-54,2.3767804986934574e-48,0.0019999991702211047,1.0644067417863962e-74,1.0269121330745148e-61,1.611328086667303e-08,8.594970766348565e-37,9.706110266082322e-11,6.759625535344772e-26,2.5436138668810827e-12,6.688692643021898e-10,1.6090963245527867e-10,4.0173163033247527e-19,1.721693231184395e-72,9.179939513173868e-52,3.3038773475948243e-35,3.751004651076384e-51,1.324494407325596e-52
5.898797727448529e-13,0.07384695533935311,1.8007503525826897e-10,0.938,0.0,0.0,0.047308489944193566,0.009999999946534322,0.04999998226574282,5.247408720177007e-54,4.547784977931844e-48,0.001999999086017291,2.9523956604112582e-74,2.3678489153066454e-61,1.7731454891983614e-08,1.493831930205651e-36,1.0693136143764567e-10,9.042790275611668e-26,2.802276654950522e-12,7.367099554634915e-10,1.7727275427214221e-10,4.878534516737433e-19,4.3852423944435094e-72,1.9339666343641102e-51,5.28523266661985e-35,7.350945310263853e-51,2.8440183288915646e-52
6.987770673391543e-13,0.07384695533935311,2.1331861966548428e-10,0.938,0.0,0.0,0.04730848649722425,0.009999999936664065,0.04999997904006718,2.0172161798355307e-53,1.41399992504478e-47,0.001999998917707723,1.8439733530344444e-73,1.0357432275988019e-60,2.095661321061115e-08,3.913179581634165e-36,1.2667187704476188e-10,1.5046239276312573e-25,3.319601913180738e-12,8.722932669942967e-10,2.0999901098047795e-10,6.853405556460789e-19,2.2886670622803207e-71,7.13727143353642e-51,1.1988920655776366e-34,2.3903767782266595e-50,1.092602756214598e-51
8.076743619334558e-13,0.07384695533935311,2.465622216568323e-10,0.938,0.0,0.0,0.0473084830652479,0.009999999926793809,0.04999997582925388,6.3797553331856265e-53,3.7170912822924743e-47,0.0019999987495287926,8.633584675852376e-73,3.640632012705721e-60,2.4166909192097297e-08,8.870556021364749e-36,1.4641239010899277e-10,2.3255234821857894e-25,3.836926704125481e-12,1.0077459225498262e-09,2.4272528497876383e-10,9.165750044025492e-19,9.26967355530827e-71,2.1686318215486852e-50,2.4072766776203674e-34,6.548515505480231e-50,3.453021569545033e-51
9.165716565277573e-13,0.07384695533935311,2.798058411098385e-10,0.938,0.0,0.0,0.0473084796481959,0.009999999916923555,0.04999997263323442,1.7418482664815795e-52,8.61452013198214e-47,0.0019999985814803754,3.2815481997214577e-72,1.0854340320205333e-59,2.7362411325752135e-08,1.8048758735477918e-35,1.6615290069327213e-10,3.401814513759454e-25,4.354250975693781e-12,1.1430680481201343e-09,2.754515760955017e-10,1.181664073630372e-18,3.118921298717806e-70,5.696916710301385e-50,4.413686406203146e-34,1.577742517146127e-49,9.420403889422063e-51
1e-12,0.07384695533935311,3.0527443874978097e-10,0.938,0.0,0.0,0.047308477040379784,0.009999999909361762,0.04999997019466744,3.478682984994722e-52,1.5335284960503602e-46,0.00199999845282342,8.221434126327826e-72,2.298986922263233e-59,2.980058196399095e-08,2.9360615235153146e-35,1.8127648962214462e-10,4.420966775313306e-25,4.750582816383392e-12,1.246652741671736e-09,3.005238381340724e-10,1.4077245457908977e-18,7.182463093825849e-70,1.1054476848221153e-49,6.690809512504057e-34,2.8902951339512648e-49,1.8802000616473262e-50
1.0254689511220589e-12,0.07384695533935311,3.1304947790195267e-10,0.938,0.0,0.0,0.047308476245999945,0.009999999907053303,0.04999996945194063,4.24523123140034e-52,1.8105525464946244e-46,0.001999998413562346,1.0675782877645294e-71,2.8516370194706624e-59,3.0543187785273566e-08,3.377419021163997e-35,1.8589340886047675e-10,4.7684600308657355e-25,4.8715746757920936e-12,1.278259769573681e-09,3.0817788415912066e-10,1.48071503902585e-18,9.11764919698178e-70,1.3376866507226741e-49,7.542874176215674e-34,3.441536565995683e-49,2.294083787532956e-50
1.2432635403106617e-12,0.07384695533935311,3.795368030129336e-10,0.938,0.0,0.0,0.047308469485904545,0.0099999998873128,0.04999996313325896,1.9809584366223306e-51,6.431562976365483e-46,0.001999998078116946,8.64658297988746e-71,1.5159084128375535e-58,3.686083480731848e-08,9.79958933437937e-35,2.2537441819488747e-10,8.513297890174904e-25,5.906220153191871e-12,1.548252502997043e-09,3.736305504403523e-10,2.181131761134877e-18,5.876202943040875e-69,5.7748147848688635e-49,1.8815147555088307e-33,1.3147813230054668e-48,1.0684748320765284e-49
1.4392786705804044e-12,0.07384695533935311,4.3937545368162543e-10,0.938,0.0,0.0,0.0473084634519476,0.009999999869546356,0.04999995749612975,6.339716102050162e-51,1.6710657587244924e-45,0.0019999977766607512,3.993473156275106e-70,5.2941078677519585e-58,4.2497032829358106e-08,2.182579475422463e-34,2.609073189590897e-10,1.3229999165005807e-24,6.837398605770049e-12,1.7908012412256598e-09,4.3253800632910687e-10,2.9287326858069506e-18,2.348252295805028e-68,1.7346245636537235e-48,3.751852391696088e-33,3.630806259408366e-48,3.4138490990219454e-49
1.6352938008501472e-12,0.07384695533935311,4.99214158619749e-10,0.938,0.0,0.0,0.04730845746507634,0.009999999851779915,0.04999995190566576,1.7439543397117718e-50,3.817361714891041e-45,0.001999997475625061,1.5023471699758484e-69,1.562599191403626e-57,4.808656563214799e-08,4.357446617190161e-34,2.9644021286726434e-10,1.9436968191687403e-24,7.76857439651155e-12,2.032929422077027e-09,4.914455144541783e-10,3.788038505835883e-18,7.795371955837794e-68,4.493499376357096e-48,6.825571724624362e-33,8.79067029771309e-48,9.375392388158781e-49
1.8313089311198897e-12,0.07384695533935311,5.59052917109937e-10,0.938,0.0,0.0,0.04730845152490365,0.009999999834013475,0.04999994636148063,4.2693282108106493e-50,7.897849696305512e-45,0.0019999971750091477,4.821336975523659e-69,4.0530900943575755e-57,5.362981958265153e-08,7.997322345450852e-34,3.3197310028409006e-10,2.734268076764712e-24,8.699747221516778e-12,2.2746377752347646e-09,5.503530738123731e-10,4.759674853075173e-18,2.2448873753231564e-67,1.0389587473118315e-47,1.1570342859837013e-32,1.9231832209204253e-47,2.291371810451835e-48
